HGNC ID	Status	Approved symbol	Approved name
HGNC:29272	Approved	CCDC191	coiled-coil domain containing 191
HGNC:49566	Approved	CCDC192	coiled-coil domain containing 192
HGNC:53438	Approved	CCDC194	coiled-coil domain containing 194
HGNC:53441	Approved	CCDC195	coiled-coil domain containing 195
HGNC:20100	Approved	CCDC196	coiled-coil domain containing 196
HGNC:19860	Approved	CCDC197	coiled-coil domain containing 197
HGNC:20189	Approved	CCDC198	coiled-coil domain containing 198
HGNC:51693	Approved	CCEPR	cervical carcinoma expressed PCNA regulatory lncRNA
HGNC:28373	Approved	CCER1	coiled-coil glutamate rich protein 1
HGNC:44662	Approved	CCER2	coiled-coil glutamate rich protein 2
HGNC:13930	Approved	CCHCR1	coiled-coil alpha-helical rod protein 1
HGNC:1568	Approved	CCIN	calicin
HGNC:1569	Approved	CCK	cholecystokinin
HGNC:1570	Approved	CCKAR	cholecystokinin A receptor
HGNC:1571	Approved	CCKBR	cholecystokinin B receptor
HGNC:10609	Approved	CCL1	C-C motif chemokine ligand 1
HGNC:10618	Approved	CCL2	C-C motif chemokine ligand 2
HGNC:10627	Approved	CCL3	C-C motif chemokine ligand 3
HGNC:10628	Approved	CCL3L1	C-C motif chemokine ligand 3 like 1
HGNC:30554	Approved	CCL3L3	C-C motif chemokine ligand 3 like 3
HGNC:10629	Approved	CCL3P1	C-C motif chemokine ligand 3 pseudogene 1
HGNC:10630	Approved	CCL4	C-C motif chemokine ligand 4
HGNC:10631	Approved	CCL4L1	C-C motif chemokine ligand 4 like 1
HGNC:24066	Approved	CCL4L2	C-C motif chemokine ligand 4 like 2
HGNC:10632	Approved	CCL5	C-C motif chemokine ligand 5
HGNC:10634	Approved	CCL7	C-C motif chemokine ligand 7
HGNC:10635	Approved	CCL8	C-C motif chemokine ligand 8
HGNC:10610	Approved	CCL11	C-C motif chemokine ligand 11
HGNC:10611	Approved	CCL13	C-C motif chemokine ligand 13
HGNC:10612	Approved	CCL14	C-C motif chemokine ligand 14
HGNC:10613	Approved	CCL15	C-C motif chemokine ligand 15
HGNC:44436	Approved	CCL15-CCL14	CCL15-CCL14 readthrough (NMD candidate)
HGNC:10614	Approved	CCL16	C-C motif chemokine ligand 16
HGNC:10615	Approved	CCL17	C-C motif chemokine ligand 17
HGNC:10616	Approved	CCL18	C-C motif chemokine ligand 18
HGNC:10617	Approved	CCL19	C-C motif chemokine ligand 19
HGNC:10619	Approved	CCL20	C-C motif chemokine ligand 20
HGNC:10620	Approved	CCL21	C-C motif chemokine ligand 21
HGNC:10621	Approved	CCL22	C-C motif chemokine ligand 22
HGNC:10622	Approved	CCL23	C-C motif chemokine ligand 23
HGNC:10623	Approved	CCL24	C-C motif chemokine ligand 24
HGNC:10624	Approved	CCL25	C-C motif chemokine ligand 25
HGNC:10625	Approved	CCL26	C-C motif chemokine ligand 26
HGNC:10626	Approved	CCL27	C-C motif chemokine ligand 27
HGNC:17700	Approved	CCL28	C-C motif chemokine ligand 28
HGNC:21708	Approved	CCM2	CCM2 scaffolding protein
HGNC:16153	Approved	CCM2L	CCM2 like scaffolding protein
HGNC:1577	Approved	CCNA1	cyclin A1
HGNC:1578	Approved	CCNA2	cyclin A2
HGNC:1579	Approved	CCNB1	cyclin B1
HGNC:19437	Approved	CCNB1IP1	cyclin B1 interacting protein 1
HGNC:37693	Approved	CCNB1IP1P1	cyclin B1 interacting protein 1 pseudogene 1
HGNC:37694	Approved	CCNB1IP1P2	cyclin B1 interacting protein 1 pseudogene 2
HGNC:37695	Approved	CCNB1IP1P3	cyclin B1 interacting protein 1 pseudogene 3
HGNC:1580	Approved	CCNB2	cyclin B2
HGNC:50850	Approved	CCNB2P1	cyclin B2 pseudogene 1
HGNC:18709	Approved	CCNB3	cyclin B3
HGNC:50851	Approved	CCNB3P1	cyclin B3 pseudogene 1
HGNC:1581	Approved	CCNC	cyclin C
HGNC:1582	Approved	CCND1	cyclin D1
HGNC:1583	Approved	CCND2	cyclin D2
HGNC:49398	Approved	CCND2-AS1	CCND2 antisense RNA 1
HGNC:1584	Approved	CCND2P1	cyclin D2 pseudogene 1
HGNC:1585	Approved	CCND3	cyclin D3
HGNC:1586	Approved	CCND3P1	cyclin D3 pseudogene 1
HGNC:50852	Approved	CCND3P2	cyclin D3 pseudogene 2
HGNC:1587	Approved	CCNDBP1	cyclin D1 binding protein 1
HGNC:1589	Approved	CCNE1	cyclin E1
HGNC:1590	Approved	CCNE2	cyclin E2
HGNC:1591	Approved	CCNF	cyclin F
HGNC:1592	Approved	CCNG1	cyclin G1
HGNC:39177	Approved	CCNG1P1	cyclin G1 pseudogene 1
HGNC:1593	Approved	CCNG2	cyclin G2
HGNC:50853	Approved	CCNG2P1	cyclin G2 pseudogene 1
HGNC:1594	Approved	CCNH	cyclin H
HGNC:50854	Approved	CCNHP1	cyclin H pseudogene 1
HGNC:1595	Approved	CCNI	cyclin I
HGNC:33869	Approved	CCNI2	cyclin I family member 2
HGNC:23434	Approved	CCNJ	cyclin J
HGNC:25876	Approved	CCNJL	cyclin J like
HGNC:22512	Approved	CCNJP1	cyclin J pseudogene 1
HGNC:37997	Approved	CCNJP2	cyclin J pseudogene 2
HGNC:1596	Approved	CCNK	cyclin K
HGNC:20569	Approved	CCNL1	cyclin L1
HGNC:20570	Approved	CCNL2	cyclin L2
HGNC:50855	Approved	CCNL2P1	cyclin L2 pseudogene 1
HGNC:18576	Approved	CCNO	cyclin O
HGNC:28434	Approved	CCNQ	cyclin Q
HGNC:1599	Approved	CCNT1	cyclin T1
HGNC:1600	Approved	CCNT2	cyclin T2
HGNC:40130	Approved	CCNT2-AS1	CCNT2 antisense RNA 1
HGNC:39178	Approved	CCNT2P1	cyclin T2 pseudogene 1
HGNC:23354	Approved	CCNY	cyclin Y
HGNC:26868	Approved	CCNYL1	cyclin Y like 1
HGNC:23495	Approved	CCNYL2	cyclin Y-like 2 (pseudogene)
HGNC:33206	Approved	CCNYL3	cyclin Y-like 3
HGNC:24342	Approved	CCP110	centriolar coiled-coil protein 110
HGNC:24227	Approved	CCPG1	cell cycle progression 1
HGNC:1602	Approved	CCR1	C-C motif chemokine receptor 1
HGNC:1603	Approved	CCR2	C-C motif chemokine receptor 2
HGNC:1604	Approved	CCR3	C-C motif chemokine receptor 3
HGNC:1605	Approved	CCR4	C-C motif chemokine receptor 4
HGNC:1606	Approved	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)
HGNC:1607	Approved	CCR6	C-C motif chemokine receptor 6
HGNC:1608	Approved	CCR7	C-C motif chemokine receptor 7
HGNC:1609	Approved	CCR8	C-C motif chemokine receptor 8
HGNC:1610	Approved	CCR9	C-C motif chemokine receptor 9
HGNC:4474	Approved	CCR10	C-C motif chemokine receptor 10
HGNC:39812	Approved	CCR12P	C-C motif chemokine receptor 12, pseudogene
HGNC:21142	Approved	CCRL1P1	C-C motif chemokine receptor like 1 pseudogene 1
HGNC:1612	Approved	CCRL2	C-C motif chemokine receptor like 2
HGNC:1613	Approved	CCS	copper chaperone for superoxide dismutase
HGNC:29578	Approved	CCSAP	centriole, cilia and spindle associated protein
HGNC:29349	Approved	CCSER1	coiled-coil serine rich protein 1
HGNC:29197	Approved	CCSER2	coiled-coil serine rich protein 2
HGNC:1614	Approved	CCT	cataract, congenital, total
HGNC:1615	Approved	CCT2	chaperonin containing TCP1 subunit 2
HGNC:1616	Approved	CCT3	chaperonin containing TCP1 subunit 3
HGNC:35129	Approved	CCT3P1	chaperonin containing TCP1 subunit 3 pseudogene 1
HGNC:1617	Approved	CCT4	chaperonin containing TCP1 subunit 4
HGNC:35151	Approved	CCT4P1	chaperonin containing TCP1 subunit 4 pseudogene 1
HGNC:35141	Approved	CCT4P2	chaperonin containing TCP1 subunit 4 pseudogene 2
HGNC:1618	Approved	CCT5	chaperonin containing TCP1 subunit 5
HGNC:35135	Approved	CCT5P1	chaperonin containing TCP1 subunit 5 pseudogene 1
HGNC:35139	Approved	CCT5P2	chaperonin containing TCP1 subunit 5 pseudogene 2
HGNC:1620	Approved	CCT6A	chaperonin containing TCP1 subunit 6A
HGNC:1621	Approved	CCT6B	chaperonin containing TCP1 subunit 6B
HGNC:33094	Approved	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1
HGNC:35150	Approved	CCT6P2	chaperonin containing TCP1 subunit 6 pseudogene 2
HGNC:35137	Approved	CCT6P3	chaperonin containing TCP1 subunit 6 pseudogene 3
HGNC:35148	Approved	CCT6P4	chaperonin containing TCP1 subunit 6 pseudogene 4
HGNC:38608	Approved	CCT6P5	chaperonin containing TCP1 subunit 6 pseudogene 5
HGNC:1622	Approved	CCT7	chaperonin containing TCP1 subunit 7
HGNC:35149	Approved	CCT7P1	chaperonin containing TCP1 subunit 7 pseudogene 1
HGNC:35134	Approved	CCT7P2	chaperonin containing TCP1 subunit 7 pseudogene 2
HGNC:1623	Approved	CCT8	chaperonin containing TCP1 subunit 8
HGNC:32153	Approved	CCT8L1P	chaperonin containing TCP1 subunit 8 like 1, pseudogene
HGNC:15553	Approved	CCT8L2	chaperonin containing TCP1 subunit 8 like 2
HGNC:35144	Approved	CCT8P1	chaperonin containing TCP1 subunit 8 pseudogene 1
HGNC:1624	Approved	CCV	cataract, congenital, Volkmann type
HGNC:21691	Approved	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
HGNC:21717	Approved	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
HGNC:1634	Approved	CD1A	CD1a molecule
HGNC:1635	Approved	CD1B	CD1b molecule
HGNC:1636	Approved	CD1C	CD1c molecule
HGNC:1637	Approved	CD1D	CD1d molecule
HGNC:1638	Approved	CD1E	CD1e molecule
HGNC:1639	Approved	CD2	CD2 molecule
HGNC:14258	Approved	CD2AP	CD2 associated protein
HGNC:1656	Approved	CD2BP2	CD2 cytoplasmic tail binding protein 2
HGNC:1673	Approved	CD3D	CD3d molecule
HGNC:1674	Approved	CD3E	CD3e molecule
HGNC:24219	Approved	CD3EAP	CD3e molecule associated protein
HGNC:1675	Approved	CD3G	CD3g molecule
HGNC:1676	Entry Withdrawn	CD3W	entry withdrawn
HGNC:1678	Approved	CD4	CD4 molecule
HGNC:1685	Approved	CD5	CD5 molecule
HGNC:1690	Approved	CD5L	CD5 molecule like
HGNC:1691	Approved	CD6	CD6 molecule
HGNC:1695	Approved	CD7	CD7 molecule
HGNC:1706	Approved	CD8A	CD8a molecule
HGNC:1707	Approved	CD8B	CD8b molecule
HGNC:1708	Approved	CD8B2	CD8b2 molecule
HGNC:1709	Approved	CD9	CD9 molecule
HGNC:1628	Approved	CD14	CD14 molecule
HGNC:1633	Approved	CD19	CD19 molecule
HGNC:1643	Approved	CD22	CD22 molecule
HGNC:1645	Approved	CD24	CD24 molecule
HGNC:1646	Approved	CD24P1	CD24 molecule pseudogene 1
HGNC:1647	Approved	CD24P2	CD24 molecule pseudogene 2
HGNC:1648	Approved	CD24P3	CD24 molecule pseudogene 3
HGNC:1649	Approved	CD24P4	CD24 molecule pseudogene 4
HGNC:11922	Approved	CD27	CD27 molecule
HGNC:43896	Approved	CD27-AS1	CD27 antisense RNA 1
HGNC:1653	Approved	CD28	CD28 molecule
HGNC:1659	Approved	CD33	CD33 molecule
HGNC:1662	Approved	CD34	CD34 molecule
HGNC:1663	Approved	CD36	CD36 molecule
HGNC:1666	Approved	CD37	CD37 molecule
HGNC:1667	Approved	CD38	CD38 molecule
HGNC:11919	Approved	CD40	CD40 molecule
HGNC:11935	Approved	CD40LG	CD40 ligand
HGNC:1681	Approved	CD44	CD44 molecule (Indian blood group)
HGNC:40133	Approved	CD44-AS1	CD44 antisense RNA 1
HGNC:6953	Approved	CD46	CD46 molecule
HGNC:6959	Approved	CD46P1	CD46 molecule pseudogene 1
HGNC:1682	Approved	CD47	CD47 molecule
HGNC:1683	Approved	CD48	CD48 molecule
HGNC:1804	Approved	CD52	CD52 molecule
HGNC:1686	Approved	CD53	CD53 molecule
HGNC:2665	Approved	CD55	CD55 molecule (Cromer blood group)
HGNC:1688	Approved	CD58	CD58 molecule
HGNC:1689	Approved	CD59	CD59 molecule (CD59 blood group)
HGNC:1692	Approved	CD63	CD63 molecule
HGNC:1693	Approved	CD68	CD68 molecule
HGNC:1694	Approved	CD69	CD69 molecule
HGNC:11937	Approved	CD70	CD70 molecule
HGNC:1696	Approved	CD72	CD72 molecule
HGNC:1697	Approved	CD74	CD74 molecule
HGNC:1698	Approved	CD79A	CD79a molecule
HGNC:1699	Approved	CD79B	CD79b molecule
HGNC:1700	Approved	CD80	CD80 molecule
HGNC:1701	Approved	CD81	CD81 molecule
HGNC:49384	Approved	CD81-AS1	CD81 antisense RNA 1
HGNC:6210	Approved	CD82	CD82 molecule
HGNC:1703	Approved	CD83	CD83 molecule
HGNC:13946	Approved	CD83P1	CD83 molecule pseudogene 1
HGNC:1704	Approved	CD84	CD84 molecule
HGNC:1705	Approved	CD86	CD86 molecule
HGNC:15855	Approved	CD93	CD93 molecule
HGNC:16892	Approved	CD96	CD96 molecule
HGNC:7082	Approved	CD99	CD99 molecule (Xg blood group)
HGNC:18237	Approved	CD99L2	CD99 molecule like 2
HGNC:7083	Approved	CD99P1	CD99 molecule pseudogene 1
HGNC:5949	Approved	CD101	CD101 molecule
HGNC:21685	Approved	CD109	CD109 molecule
HGNC:1630	Approved	CD151	CD151 molecule (Raph blood group)
HGNC:17013	Approved	CD160	CD160 molecule
HGNC:1631	Approved	CD163	CD163 molecule
HGNC:30375	Approved	CD163L1	CD163 molecule like 1
HGNC:1632	Approved	CD164	CD164 molecule
HGNC:32043	Approved	CD164L2	CD164 molecule like 2
HGNC:30072	Approved	CD177	CD177 molecule
HGNC:34508	Approved	CD177P1	CD177 molecule pseudogene 1
HGNC:6726	Approved	CD180	CD180 molecule
HGNC:7203	Approved	CD200	CD200 molecule
HGNC:24235	Approved	CD200R1	CD200 receptor 1
HGNC:24665	Approved	CD200R1L	CD200 receptor 1 like
HGNC:17935	Approved	CD207	CD207 molecule
HGNC:1641	Approved	CD209	CD209 molecule
HGNC:16961	Approved	CD226	CD226 molecule
HGNC:18171	Approved	CD244	CD244 molecule
HGNC:1677	Approved	CD247	CD247 molecule
HGNC:18219	Approved	CD248	CD248 molecule
HGNC:17635	Approved	CD274	CD274 molecule
HGNC:19137	Approved	CD276	CD276 molecule
HGNC:19319	Approved	CD300A	CD300a molecule
HGNC:19320	Approved	CD300C	CD300c molecule
HGNC:28874	Approved	CD300E	CD300e molecule
HGNC:30811	Approved	CD300LB	CD300 molecule like family member b
HGNC:16848	Approved	CD300LD	CD300 molecule like family member d
HGNC:29883	Approved	CD300LF	CD300 molecule like family member f
HGNC:30455	Approved	CD300LG	CD300 molecule like family member g
HGNC:30843	Approved	CD302	CD302 molecule
HGNC:16692	Approved	CD320	CD320 molecule
HGNC:1712	Approved	CDA	cytidine deaminase
HGNC:20299	Approved	CDADC1	cytidine and dCMP deaminase domain containing 1
HGNC:1713	Approved	CDAN1	codanin 1
HGNC:1715	Approved	CDAN3	congenital dyserythropoietic anemia, type III
HGNC:1716	Approved	CDB2	corneal dystrophy of Bowman layer type II (Thiel-Behnke)
HGNC:1743	Approved	CDC5L	cell division cycle 5 like
HGNC:1744	Approved	CDC6	cell division cycle 6
HGNC:1745	Approved	CDC7	cell division cycle 7
HGNC:1718	Approved	CDC14A	cell division cycle 14A
HGNC:1719	Approved	CDC14B	cell division cycle 14B
HGNC:22427	Approved	CDC14C	cell division cycle 14C, pseudogene
HGNC:1720	Approved	CDC16	cell division cycle 16
HGNC:1723	Approved	CDC20	cell division cycle 20
HGNC:24222	Approved	CDC20B	cell division cycle 20B
HGNC:29487	Approved	CDC20P1	cell division cycle 20 pseudogene 1
HGNC:1724	Approved	CDC23	cell division cycle 23
HGNC:1725	Approved	CDC25A	cell division cycle 25A
HGNC:1726	Approved	CDC25B	cell division cycle 25B
HGNC:1727	Approved	CDC25C	cell division cycle 25C
HGNC:17839	Approved	CDC26	cell division cycle 26
HGNC:22770	Approved	CDC26P1	cell division cycle 26 pseudogene 1
HGNC:1728	Approved	CDC27	cell division cycle 27
HGNC:38091	Approved	CDC27P1	cell division cycle 27 pseudogene 1
HGNC:38092	Approved	CDC27P2	cell division cycle 27 pseudogene 2
HGNC:51754	Approved	CDC27P3	cell division cycle 27 pseudogene 3
HGNC:51753	Approved	CDC27P4	cell division cycle 27 pseudogene 4
HGNC:51755	Approved	CDC27P5	cell division cycle 27 pseudogene 5
HGNC:51756	Approved	CDC27P6	cell division cycle 27 pseudogene 6
HGNC:51757	Approved	CDC27P7	cell division cycle 27 pseudogene 7
HGNC:51758	Approved	CDC27P8	cell division cycle 27 pseudogene 8
HGNC:51759	Approved	CDC27P9	cell division cycle 27 pseudogene 9
HGNC:51760	Approved	CDC27P10	cell division cycle 27 pseudogene 10
HGNC:51761	Approved	CDC27P11	cell division cycle 27 pseudogene 11
HGNC:1734	Approved	CDC34	cell division cycle 34
HGNC:1735	Approved	CDC37	cell division cycle 37
HGNC:17179	Approved	CDC37L1	cell division cycle 37 like 1
HGNC:49735	Approved	CDC37L1-AS1	CDC37L1 antisense RNA 1 (head to head)
HGNC:34406	Approved	CDC37P1	cell division cycle 37 pseudogene 1
HGNC:35453	Approved	CDC37P2	cell division cycle 37 pseudogene 2
HGNC:17350	Approved	CDC40	cell division cycle 40
HGNC:1736	Approved	CDC42	cell division cycle 42
HGNC:41317	Approved	CDC42-IT1	CDC42 intronic transcript 1
HGNC:1737	Approved	CDC42BPA	CDC42 binding protein kinase alpha
HGNC:1738	Approved	CDC42BPB	CDC42 binding protein kinase beta
HGNC:29829	Approved	CDC42BPG	CDC42 binding protein kinase gamma
HGNC:17014	Approved	CDC42EP1	CDC42 effector protein 1
HGNC:16263	Approved	CDC42EP2	CDC42 effector protein 2
HGNC:16943	Approved	CDC42EP3	CDC42 effector protein 3
HGNC:49673	Approved	CDC42EP3P1	CDC42 effector protein 3 pseudogene 1
HGNC:17147	Approved	CDC42EP4	CDC42 effector protein 4
HGNC:17408	Approved	CDC42EP5	CDC42 effector protein 5
HGNC:16339	Approved	CDC42P1	cell division cycle 42 pseudogene 1
HGNC:33952	Approved	CDC42P2	cell division cycle 42 pseudogene 2
HGNC:44427	Approved	CDC42P3	cell division cycle 42 pseudogene 3
HGNC:44428	Approved	CDC42P4	cell division cycle 42 pseudogene 4
HGNC:44429	Approved	CDC42P5	cell division cycle 42 pseudogene 5
HGNC:44430	Approved	CDC42P6	cell division cycle 42 pseudogene 6
HGNC:17719	Approved	CDC42SE1	CDC42 small effector 1
HGNC:18547	Approved	CDC42SE2	CDC42 small effector 2
HGNC:1739	Approved	CDC45	cell division cycle 45
HGNC:16783	Approved	CDC73	cell division cycle 73
HGNC:16827	Approved	CDC123	cell division cycle 123
HGNC:14623	Approved	CDCA2	cell division cycle associated 2
HGNC:14624	Approved	CDCA3	cell division cycle associated 3
HGNC:14625	Approved	CDCA4	cell division cycle associated 4
HGNC:49770	Approved	CDCA4P1	cell division cycle associated 4 pseudogene 1
HGNC:49771	Approved	CDCA4P2	cell division cycle associated 4 pseudogene 2
HGNC:49772	Approved	CDCA4P3	cell division cycle associated 4 pseudogene 3
HGNC:49773	Approved	CDCA4P4	cell division cycle associated 4 pseudogene 4
HGNC:14626	Approved	CDCA5	cell division cycle associated 5
HGNC:14628	Approved	CDCA7	cell division cycle associated 7
HGNC:30777	Approved	CDCA7L	cell division cycle associated 7 like
HGNC:14629	Approved	CDCA8	cell division cycle associated 8
HGNC:24357	Approved	CDCP1	CUB domain containing protein 1
HGNC:27297	Approved	CDCP2	CUB domain containing protein 2
HGNC:1748	Approved	CDH1	cadherin 1
HGNC:1759	Approved	CDH2	cadherin 2
HGNC:1762	Approved	CDH3	cadherin 3
HGNC:1763	Approved	CDH4	cadherin 4
HGNC:1764	Approved	CDH5	cadherin 5
HGNC:1765	Approved	CDH6	cadherin 6
HGNC:1766	Approved	CDH7	cadherin 7
HGNC:1767	Approved	CDH8	cadherin 8
HGNC:1768	Approved	CDH9	cadherin 9
HGNC:1749	Approved	CDH10	cadherin 10
HGNC:1750	Approved	CDH11	cadherin 11
HGNC:1751	Approved	CDH12	cadherin 12
HGNC:37698	Approved	CDH12P1	cadherin 12 pseudogene 1
HGNC:1752	Approved	CDH12P2	cadherin 12 pseudogene 2
HGNC:37699	Approved	CDH12P3	cadherin 12 pseudogene 3
HGNC:37700	Approved	CDH12P4	cadherin 12 pseudogene 4
HGNC:1753	Approved	CDH13	cadherin 13
HGNC:1754	Approved	CDH15	cadherin 15
HGNC:1755	Approved	CDH16	cadherin 16
HGNC:1756	Approved	CDH17	cadherin 17
HGNC:1757	Approved	CDH18	cadherin 18
HGNC:53088	Approved	CDH18-AS1	CDH18 antisense RNA 1
HGNC:1758	Approved	CDH19	cadherin 19
HGNC:1760	Approved	CDH20	cadherin 20
HGNC:13251	Approved	CDH22	cadherin 22
HGNC:13733	Approved	CDH23	cadherin related 23
HGNC:31433	Approved	CDH23-AS1	CDH23 antisense RNA 1
HGNC:14265	Approved	CDH24	cadherin 24
HGNC:15902	Approved	CDH26	cadherin 26
HGNC:14550	Approved	CDHR1	cadherin related family member 1
HGNC:18231	Approved	CDHR2	cadherin related family member 2
HGNC:26308	Approved	CDHR3	cadherin related family member 3
HGNC:34527	Approved	CDHR4	cadherin related family member 4
HGNC:7521	Approved	CDHR5	cadherin related family member 5
HGNC:13234	Approved	CDIP1	cell death inducing p53 target 1
HGNC:1769	Approved	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
HGNC:48609	Approved	CDIPT-AS1	CDIPT antisense RNA 1 (head to head)
HGNC:1722	Approved	CDK1	cyclin dependent kinase 1
HGNC:1771	Approved	CDK2	cyclin dependent kinase 2
HGNC:14002	Approved	CDK2AP1	cyclin dependent kinase 2 associated protein 1
HGNC:30833	Approved	CDK2AP2	cyclin dependent kinase 2 associated protein 2
HGNC:38492	Approved	CDK2AP2P1	cyclin dependent kinase 2 associated protein 2 pseudogene 1
HGNC:38493	Approved	CDK2AP2P2	cyclin dependent kinase 2 associated protein 2 pseudogene 2
HGNC:38494	Approved	CDK2AP2P3	cyclin dependent kinase 2 associated protein 2 pseudogene 3
HGNC:1772	Approved	CDK3	cyclin dependent kinase 3
HGNC:1773	Approved	CDK4	cyclin dependent kinase 4
HGNC:19040	Approved	CDK4P1	cyclin dependent kinase 4 pseudogene 1
HGNC:1774	Approved	CDK5	cyclin dependent kinase 5
HGNC:21261	Approved	CDK5P1	cyclin dependent kinase 5 pseudogene 1
HGNC:1775	Approved	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
HGNC:1776	Approved	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
HGNC:15880	Approved	CDK5RAP1	CDK5 regulatory subunit associated protein 1
HGNC:18672	Approved	CDK5RAP2	CDK5 regulatory subunit associated protein 2
HGNC:18673	Approved	CDK5RAP3	CDK5 regulatory subunit associated protein 3
HGNC:1777	Approved	CDK6	cyclin dependent kinase 6
HGNC:1778	Approved	CDK7	cyclin dependent kinase 7
HGNC:18614	Approved	CDK7P1	cyclin dependent kinase 7 pseudogene 1
HGNC:1779	Approved	CDK8	cyclin dependent kinase 8
HGNC:18995	Approved	CDK8P1	cyclin dependent kinase 8 pseudogene 1
HGNC:52296	Approved	CDK8P2	cyclin dependent kinase 8 pseudogene 2
HGNC:1780	Approved	CDK9	cyclin dependent kinase 9
HGNC:1770	Approved	CDK10	cyclin dependent kinase 10
HGNC:1730	Approved	CDK11A	cyclin dependent kinase 11A
HGNC:1729	Approved	CDK11B	cyclin dependent kinase 11B
HGNC:24224	Approved	CDK12	cyclin dependent kinase 12
HGNC:1733	Approved	CDK13	cyclin dependent kinase 13
HGNC:8883	Approved	CDK14	cyclin dependent kinase 14
HGNC:14434	Approved	CDK15	cyclin dependent kinase 15
HGNC:8749	Approved	CDK16	cyclin dependent kinase 16
HGNC:8750	Approved	CDK17	cyclin dependent kinase 17
HGNC:8751	Approved	CDK18	cyclin dependent kinase 18
HGNC:19338	Approved	CDK19	cyclin dependent kinase 19
HGNC:21420	Approved	CDK20	cyclin dependent kinase 20
HGNC:21050	Approved	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
HGNC:1781	Approved	CDKL1	cyclin dependent kinase like 1
HGNC:1782	Approved	CDKL2	cyclin dependent kinase like 2
HGNC:15483	Approved	CDKL3	cyclin dependent kinase like 3
HGNC:19287	Approved	CDKL4	cyclin dependent kinase like 4
HGNC:11411	Approved	CDKL5	cyclin dependent kinase like 5
HGNC:1784	Approved	CDKN1A	cyclin dependent kinase inhibitor 1A
HGNC:42399	Approved	CDKN1A-AS1	CDKN1A antisense RNA 1
HGNC:1785	Approved	CDKN1B	cyclin dependent kinase inhibitor 1B
HGNC:1786	Approved	CDKN1C	cyclin dependent kinase inhibitor 1C
HGNC:1787	Approved	CDKN2A	cyclin dependent kinase inhibitor 2A
HGNC:23831	Approved	CDKN2A-AS1	CDKN2A antisense RNA 1 (head to head)
HGNC:24325	Approved	CDKN2AIP	CDKN2A interacting protein
HGNC:30545	Approved	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
HGNC:39854	Approved	CDKN2AIPNLP1	CDKN2A interacting protein N-terminal like pseudogene 1
HGNC:39855	Approved	CDKN2AIPNLP2	CDKN2A interacting protein N-terminal like pseudogene 2
HGNC:39853	Approved	CDKN2AIPNLP3	CDKN2A interacting protein N-terminal like pseudogene 3
HGNC:1788	Approved	CDKN2B	cyclin dependent kinase inhibitor 2B
HGNC:34341	Approved	CDKN2B-AS1	CDKN2B antisense RNA 1
HGNC:1789	Approved	CDKN2C	cyclin dependent kinase inhibitor 2C
HGNC:1790	Approved	CDKN2D	cyclin dependent kinase inhibitor 2D
HGNC:1791	Approved	CDKN3	cyclin dependent kinase inhibitor 3
HGNC:1792	Approved	CDL1	Cornelia de Lange syndrome 1
HGNC:1793	Approved	CDL2	Cornelia de Lange syndrome 2
HGNC:24913	Approved	CDNF	cerebral dopamine neurotrophic factor
HGNC:1795	Approved	CDO1	cysteine dioxygenase type 1
HGNC:17104	Approved	CDON	cell adhesion associated, oncogene regulated
HGNC:33710	Approved	CDPF1	cysteine rich DPF motif domain containing 1
HGNC:1798	Approved	CDR1	cerebellar degeneration related protein 1
HGNC:48926	Approved	CDR1-AS	CDR1 antisense RNA
HGNC:1799	Approved	CDR2	cerebellar degeneration related protein 2
HGNC:29999	Approved	CDR2L	cerebellar degeneration related protein 2 like
HGNC:14379	Approved	CDRT1	CMT1A duplicated region transcript 1
HGNC:14381	Approved	CDRT2	CMT1A duplicated region transcript 2
HGNC:14382	Approved	CDRT3	CMT1A duplicated region transcript 3
HGNC:14383	Approved	CDRT4	CMT1A duplicated region transcript 4
HGNC:14384	Approved	CDRT5	CMT1A duplicated region transcript 5
HGNC:14386	Approved	CDRT7	CMT1A duplicated region transcript 7 (non-protein coding)
HGNC:14387	Approved	CDRT8	CMT1A duplicated region transcript 8
HGNC:14390	Approved	CDRT10	CMT1A duplicated region transcript 10
HGNC:14391	Approved	CDRT11	CMT1A duplicated region transcript 11
HGNC:14392	Approved	CDRT12	CMT1A duplicated region transcript 12
HGNC:14393	Approved	CDRT13	CMT1A duplicated region transcript 13
HGNC:14395	Approved	CDRT15	CMT1A duplicated region transcript 15
HGNC:34075	Approved	CDRT15L2	CMT1A duplicated region transcript 15 like 2
HGNC:33168	Approved	CDRT15P1	CMT1A duplicated region transcript 15 pseudogene 1
HGNC:34074	Approved	CDRT15P2	CMT1A duplicated region transcript 15 pseudogene 2
HGNC:1800	Approved	CDS1	CDP-diacylglycerol synthase 1
HGNC:1801	Approved	CDS2	CDP-diacylglycerol synthase 2
